orden,fecha,a_o,mes,d_a,gravedad,peaton,automovil,campaero,camioneta,micro,buseta,bus,camion,volqueta,moto,bicicleta,otro,via_1,barrio,hora,entidad,nombrecomuna,propietario_de_veh_culo,diurnio_nocturno,hora_restriccion_moto
788,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,1,0,0,1,0,0,0,0,0,0,AVENIDA LA ROSITA,La Concordia,09:30:00 a. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,No aplica
789,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,CALLE,Centro,06:45:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Nocturno,No aplica
790,08/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,0,1,0,0,0,0,0,0,CALLE,La Aurora,06:48:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
791,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,2,AUTOPISTA  NORTE,Cafe Madrid,04:50:00 p. m.,AGENTES DTB,01. NORTE,Empresa,Diurno,No aplica
792,08/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CARRERA,La Aurora,06:30:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
793,08/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,La Concordia,01:25:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
794,08/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Centro,09:10:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Nocturno,Sin restricción
795,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,10:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
796,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,10:20:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
797,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,07:00:00 a. m.,AGENTES DTB,10. PROVENZA,Empresa,Diurno,Sin restricción
798,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,San Francisco,12:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
799,08/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,Universidad,06:55:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
800,08/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,2,0,1,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Diamante II,02:00:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,Sin restricción
801,08/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,0,0,0,0,1,0,0,0,0,1,0,0,CARRERA,La Concordia,07:00:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Nocturno,Sin restricción
802,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,1,0,0,0,0,0,0,1,0,0,CALLE,Ricaurte,08:30:00 a. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
803,08/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,1,0,0,0,1,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Diamante II,10:50:00 a. m.,AGENTES DTB,10. PROVENZA,Empresa,Diurno,No aplica
804,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE,Garcia Rovira,08:00:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
805,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Nuevo Sotomayor,03:40:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
806,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,ANILLO VIAL,Rio de Oro I,05:40:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
807,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,0,1,0,0,0,0,0,0,1,0,0,CALLE,Centro,07:00:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Nocturno,Sin restricción
808,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,0,0,1,0,0,0,1,0,0,0,0,CALLE,Comuneros,09:30:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Diurno,No aplica
809,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,0,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Bucaramanga,02:15:00 a. m.,AGENTES DTB,08. SUROCCIDENTE,Empresa,Nocturno,No aplica
810,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Comuneros,02:15:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Nocturno,No aplica
811,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,BOULEVAR BOLIVAR,San Francisco,06:17:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
812,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Centro,07:00:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
813,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AVENIDA Q SECA,La Aurora,07:30:00 p. m.,AGENTES DTB,13. ORIENTAL,Empresa,Nocturno,No aplica
814,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Pedregosa,02:00:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Empresa,Diurno,No aplica
815,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CALLE,La Aurora,01:35:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
816,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,AUTOPISTA GIRÓN,Rio de Oro I,06:30:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,Sin restricción
817,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,Rio de Oro I,07:30:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,Sin restricción
818,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,El Prado,05:50:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,Sin restricción
819,09/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,1,1,0,0,0,0,0,0,0,0,0,0,ANILLO VIAL,Rio de Oro I,05:10:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Empresa,Diurno,No aplica
820,09/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,0,0,0,0,0,1,0,0,0,0,0,AUTOPISTA GIRÓN,Bucaramanga,12:30:00 p. m.,AGENTES DTB,08. SUROCCIDENTE,Empresa,Diurno,No aplica
821,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CARRERA,Centro,09:40:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
822,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Conucos,10:20:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
823,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Centro,03:30:00 p. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,Sin restricción
824,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Pan de Azucar,03:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
825,10/03/2012,2012,03. Marzo,06. Sabado,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Sotomayor,08:58:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
826,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,3,0,0,0,0,0,0,0,0,0,0,CARRERA,CAMPESTRE,11:20:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
827,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Gomez Niño,04:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Empresa,Diurno,No aplica
828,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Centro,07:30:00 a. m.,AGENTES DTB,15. CENTRO,Empresa,Diurno,No aplica
829,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Mercedes,08:30:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
830,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Centro,08:30:00 a. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
831,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Santander,12:15:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,Sin restricción
832,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,Gomez Niño,07:31:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Nocturno,Sin restricción
833,10/03/2012,2012,03. Marzo,06. Sabado,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Conucos,06:20:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
834,11/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Centro,01:28:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,Sin restricción
835,11/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,0,0,0,CARRERA,Diamante I,03:20:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Nocturno,No aplica
836,11/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,0,0,1,0,0,0,0,0,1,0,0,CARRERA,Alfonso Lopez,11:55:00 a. m.,AGENTES DTB,05. GARCIA ROVIRA,Particular,Diurno,Sin restricción
837,11/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA LA ROSITA,La Concordia,12:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,No aplica
838,11/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,San Francisco,03:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
839,11/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA  NORTE,Norte Bajo,06:30:00 p. m.,AGENTES DTB,02. NORORIENTAL,Particular,Nocturno,No aplica
840,11/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,San Martin,08:45:00 p. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Nocturno,Sin restricción
841,11/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,0,0,0,0,0,0,0,0,1,0,0,CALLE 45 VIA CHIMITA,Rio de Oro I,12:10:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,En restricción
842,11/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,1,0,0,CALLE,Monterredondo,01:40:00 a. m.,AGENTES DTB,17. MUTIS,Particular,Nocturno,En restricción
843,11/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Conucos,03:15:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,En restricción
844,11/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,San Alonso,09:20:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,Sin restricción
845,11/03/2012,2012,03. Marzo,07. Domingo,Con Heridos,0,2,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Puerta del Sol,08:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,Sin restricción
846,11/03/2012,2012,03. Marzo,07. Domingo,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA GUAYACANES,Real de Minas,05:15:00 a. m.,AGENTES DTB,07. LA CIUDADELA,Particular,Nocturno,No aplica
847,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CALLE,Cabecera del Llano,06:20:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
848,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CARRERA,Centro,05:30:00 p. m.,AGENTES DTB,15. CENTRO,Particular,Diurno,No aplica
849,12/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,ANILLO VIAL,LA ESMERALDA,11:10:00 a. m.,AGENTES DTB,18. CORREG. 1,Particular,Diurno,Sin restricción
850,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,06:30:00 a. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,No aplica
851,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Santander,12:40:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,Sin restricción
852,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,1,0,0,0,0,0,0,0,CALLE,Rio de Oro I,09:10:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
853,12/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CALLE,La Aurora,11:00:00 a. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,Sin restricción
854,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,Cabecera del Llano,03:00:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
855,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,05:20:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
856,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CARRERA,Sotomayor,06:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
857,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,0,0,0,1,0,0,0,BOULEVAR BOLIVAR,San Francisco,02:20:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,No aplica
858,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,07:10:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Nocturno,No aplica
859,12/03/2012,2012,03. Marzo,01. Lunes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Cabecera del Llano,12:00:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
860,12/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,0,0,0,0,0,1,0,0,0,1,0,0,AUTOPISTA  NORTE,Colorados,08:40:00 a. m.,AGENTES DTB,01. NORTE,Particular,Diurno,Sin restricción
861,12/03/2012,2012,03. Marzo,01. Lunes,Con Heridos,1,0,0,1,0,0,0,0,0,0,0,0,CALLE,Provenza,06:40:00 a. m.,AGENTES DTB,10. PROVENZA,Empresa,Diurno,No aplica
862,13/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,0,0,2,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,Ciudad Venecia,08:55:00 p. m.,AGENTES DTB,11. SUR,Particular,Nocturno,No aplica
863,13/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Cabecera del Llano,04:00:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
864,13/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,El Rocio,10:00:00 a. m.,AGENTES DTB,11. SUR,Particular,Diurno,No aplica
865,13/03/2012,2012,03. Marzo,02. Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,La Concordia,11:53:00 a. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
866,13/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Alarcon,07:50:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
867,13/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,1,0,0,0,1,0,0,0,0,0,0,CARRERA,Cabecera del Llano,04:40:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
868,13/03/2012,2012,03. Marzo,02. Martes,Con Heridos,1,0,0,0,0,0,0,1,0,0,0,0,CARRERA,San Rafael,11:00:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,No aplica
869,13/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,1,0,0,0,0,0,0,0,0,1,0,BOULEVAR SANTANDER,San Francisco,05:30:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,No aplica
870,13/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,0,2,0,0,0,0,0,0,0,0,0,CARRERA,Mejoras Publicas,05:55:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Diurno,No aplica
871,13/03/2012,2012,03. Marzo,02. Martes,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,Sotomayor,07:00:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,Sin restricción
872,13/03/2012,2012,03. Marzo,02. Martes,Solo Daños,0,2,0,1,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Puerta del Sol,06:55:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
873,13/03/2012,2012,03. Marzo,02. Martes,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,AVENIDA Q SECA,Alarcon,05:15:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Diurno,Sin restricción
874,14/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,0,0,0,0,0,0,2,0,0,0,0,AUTOPISTA  NORTE,Vijagual,10:30:00 p. m.,AGENTES DTB,01. NORTE,Empresa,Nocturno,No aplica
875,14/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CALLE,Bolarqui,06:50:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
876,14/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Alfonso Lopez,04:30:00 p. m.,AGENTES DTB,05. GARCIA ROVIRA,Empresa,Diurno,No aplica
877,14/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Concordia,12:30:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,No aplica
878,14/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,0,1,0,0,0,0,1,0,0,CALLE,La Victoria,06:55:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Nocturno,Sin restricción
879,14/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CARRERA,Nuevo Sotomayor,04:00:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
880,14/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,0,0,0,0,0,0,0,0,2,0,0,CARRERA,San Francisco,06:40:00 p. m.,AGENTES DTB,03. SAN FRANCISCO,Particular,Nocturno,Sin restricción
881,14/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,AUTOPISTA GIRÓN,Rio de Oro I,08:00:00 p. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Nocturno,No aplica
882,14/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Floresta,06:20:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Nocturno,No aplica
883,14/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Bucaramanga,07:10:00 p. m.,AGENTES DTB,08. SUROCCIDENTE,Particular,Nocturno,Sin restricción
884,14/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,El Prado,07:05:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,No aplica
885,14/03/2012,2012,03. Marzo,03. Miercoles,Con Heridos,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Alvarez,07:50:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,No aplica
886,14/03/2012,2012,03. Marzo,03. Miercoles,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AVENIDA  GONZALEZ VALENCIA,Sotomayor,07:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
887,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,08:15:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
888,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,0,0,0,0,0,0,1,0,0,1,AUTOPISTA  CUCUTA,Morrorico,12:40:00 p. m.,AGENTES DTB,14. MORRORICO,Empresa,Diurno,No aplica
889,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,1,0,0,0,0,0,0,0,0,CARRERA,Girardot,10:10:00 a. m.,AGENTES DTB,04. OCCIDENTAL,Particular,Diurno,No aplica
890,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,1,0,0,0,0,0,0,0,0,0,CARRERA,Sotomayor,12:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,No aplica
891,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,1,0,0,0,1,0,0,0,1,0,0,AVENIDA  GONZALEZ VALENCIA,Sotomayor,10:05:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Particular,Diurno,Sin restricción
892,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,0,0,1,0,0,0,0,0,0,0,1,CARRERA,Provenza,02:20:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Diurno,No aplica
893,15/03/2012,2012,03. Marzo,04. Jueves,Con Heridos,1,0,0,0,0,0,0,0,0,1,0,0,CALLE,San Alonso,06:50:00 p. m.,AGENTES DTB,13. ORIENTAL,Particular,Nocturno,Sin restricción
894,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,San Martin,08:25:00 a. m.,AGENTES DTB,09. LA PEDREGOSA,Particular,Diurno,No aplica
895,15/03/2012,2012,03. Marzo,04. Jueves,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Cabecera del Llano,05:30:00 p. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Diurno,No aplica
896,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,Alarcon,02:20:00 a. m.,AGENTES DTB,03. SAN FRANCISCO,Empresa,Nocturno,No aplica
897,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,2,0,0,0,0,0,0,0,0,0,0,CARRERA,La Floresta,04:00:00 a. m.,AGENTES DTB,12. CABECERA DEL LLANO,Empresa,Nocturno,No aplica
898,16/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,1,0,0,0,0,0,0,0,0,TRANSVERSAL METROPOLITANA,Bucaramanga,08:20:00 a. m.,AGENTES DTB,08. SUROCCIDENTE,Particular,Diurno,No aplica
899,16/03/2012,2012,03. Marzo,05. Viernes,Con Heridos,0,1,0,0,0,0,0,0,0,1,0,0,CARRERA,La Concordia,03:25:00 p. m.,AGENTES DTB,06. LA CONCORDIA,Particular,Diurno,Sin restricción
900,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,2,0,0,0,0,0,0,0,0,0,AUTOPISTA FLORIDA BUCARAMANGA,Provenza,07:15:00 p. m.,AGENTES DTB,10. PROVENZA,Particular,Nocturno,No aplica
901,16/03/2012,2012,03. Marzo,05. Viernes,Solo Daños,0,1,0,0,0,0,0,1,0,0,0,0,CALLE,SANTA BARBARA,09:00:00 a. m.,AGENTES DTB,16. LAGOS DEL CACIQUE,Particular,Diurno,No aplica
